City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
361,menongue,-14.6585,17.691,79.54,13,4,6.17,AO,1689600625
362,dunedin,-45.8742,170.5036,48.0,76,100,5.79,NZ,1689600626
363,belyy yar,53.6039,91.3903,71.49,64,0,2.24,RU,1689600627
364,tucurui,-3.7661,-49.6725,89.94,48,43,4.76,BR,1689600627
365,villa gesell,-37.2639,-56.973,40.05,77,19,16.2,AR,1689600216
366,naze,28.3667,129.4833,81.52,81,80,12.55,JP,1689600628
367,rio grande,-32.035,-52.0986,48.31,63,3,9.86,BR,1689600629
368,byron bay,-28.65,153.6167,56.71,87,83,2.28,AU,1689600195
369,ortona,42.3496,14.4039,101.39,50,0,8.14,IT,1689600634
370,holly hill,29.2436,-81.0376,86.02,86,40,9.22,US,1689600635
371,mbala,-8.8402,31.3659,75.34,26,3,7.31,ZM,1689600641
372,lorengau,-2.0226,147.2712,81.68,78,30,8.57,PG,1689600642
373,mawlamyine,16.4914,97.6256,80.13,86,94,14.85,MM,1689600644
374,opuwo,-18.0607,13.84,79.86,15,0,13.0,NA,1689600647
375,al hudaydah,14.7978,42.9545,96.46,44,15,16.26,YE,1689600649
376,hadibu,12.65,54.0333,81.73,64,3,22.55,YE,1689600137
377,viana,-20.3903,-40.4961,80.37,40,4,4.72,BR,1689600653
378,ujae,8.9322,165.7642,83.05,74,55,14.81,MH,1689600654
379,arno,60.1167,18.6333,61.79,56,100,17.85,SE,1689600654
380,kuusamo,65.9667,29.1833,67.41,65,48,11.01,FI,1689600655
381,kattivakkam,13.2167,80.3167,95.09,77,99,5.03,IN,1689600655
382,aioun,16.6614,-9.6149,95.31,36,91,5.84,MR,1689600656
383,kavaratti,10.5669,72.642,82.8,78,81,18.95,IN,1689600336
384,novyy urgal,51.0736,132.5642,65.41,80,3,1.61,RU,1689600657
385,rongelap,11.1635,166.8941,82.51,80,20,13.69,MH,1689600658
386,kerikeri,-35.2268,173.9474,47.91,92,15,4.41,NZ,1689600146
387,amursk,50.2261,136.8994,61.34,97,13,2.44,RU,1689600659
388,malabar,-33.9667,151.25,56.17,88,0,8.05,AU,1689600660
389,bubaque,11.2833,-15.8333,79.18,85,100,14.03,GW,1689600295
390,hammerfest,70.6634,23.6821,66.65,59,40,14.97,NO,1689600277
391,chernyshevskiy,63.0128,112.4714,55.4,95,90,4.03,RU,1689600661
392,pangkalan brandan,4.0238,98.2782,78.93,86,35,1.5,ID,1689600663
393,wailea,19.8858,-155.123,72.3,92,0,3.44,US,1689600663
394,acarau,-2.8856,-40.12,84.96,57,3,16.46,BR,1689600183
395,cardigan,52.0847,-4.6591,65.89,79,5,16.26,GB,1689600665
396,port saint john's,-31.6229,29.5448,74.91,44,10,4.45,ZA,1689600179
397,castillos,-34.1667,-53.8333,49.48,60,7,12.35,UY,1689600666
398,flying fish cove,-10.4217,105.6791,76.68,83,75,13.8,CX,1689600320
399,dwarka,22.2394,68.9678,84.15,76,90,18.03,IN,1689600668
400,raja,8.4596,25.678,94.06,37,75,4.12,SS,1689600668
401,nova xavantina,-14.6667,-52.35,92.77,26,0,1.97,BR,1689600669
402,tadine,-21.55,167.8833,69.48,69,90,14.92,NC,1689600670
403,al jawf,29.5,38.75,103.95,8,0,10.56,SA,1689600670
404,caleta de carquin,-11.0925,-77.6267,67.75,78,92,8.9,PE,1689600671
405,hluti,-27.2167,31.6167,76.15,19,0,7.67,SZ,1689600672
406,chibougamau,49.9168,-74.3659,67.62,83,40,7.4,CA,1689600673
407,aral,40.5156,81.2636,98.06,12,99,3.96,CN,1689600673
408,ambositra,-20.5167,47.25,59.41,90,66,5.21,MG,1689600674
409,chai badan,15.2,101.1333,82.15,72,100,10.78,TH,1689600675
410,general conesa,-40.1,-64.4333,34.93,37,0,4.97,AR,1689600546
411,sterling,39.0062,-77.4286,82.24,73,20,5.01,US,1689600645
412,horta,38.5333,-28.6333,69.44,78,75,6.91,PT,1689600677
413,nampula,-15.1165,39.2666,76.95,53,75,12.66,MZ,1689600677
414,smithers,54.7804,-127.1743,52.12,100,100,0.0,CA,1689600332
415,danao,10.5208,124.0272,80.65,80,100,1.86,PH,1689600678
416,howrah,22.5892,88.3103,84.2,89,75,4.61,IN,1689600679
417,porto novo,6.4965,2.6036,85.82,67,79,12.24,BJ,1689600140
418,saint-joseph,-21.3667,55.6167,74.46,81,26,12.57,RE,1689600352
419,luanda,-8.8368,13.2343,77.0,69,14,10.36,AO,1689600405
420,xiuyan,40.2928,123.2744,69.06,89,0,1.88,CN,1689600683
421,zakamensk,50.3741,103.2863,57.18,98,58,3.74,RU,1689600684
422,sambava,-14.2667,50.1667,74.64,82,27,11.65,MG,1689600685
423,nema,57.5067,50.5011,73.13,59,96,6.55,RU,1689600687
424,santa ana,33.7456,-117.8678,77.07,87,0,6.91,US,1689600593
425,prado,-17.3411,-39.2208,80.08,62,15,5.86,BR,1689600688
426,nikolayevsk-on-amure,53.1406,140.73,61.5,79,41,2.06,RU,1689600689
427,sal rei,16.1833,-22.9167,82.6,57,75,16.11,CV,1689600690
428,alvorada,-12.48,-49.1247,88.5,28,37,11.25,BR,1689600691
429,sao paulo de olivenca,-3.3783,-68.8725,76.24,91,95,2.51,BR,1689600162
430,illizi,26.4833,8.4667,105.6,7,22,12.68,DZ,1689600694
431,kasane,-17.8167,25.15,77.09,22,0,13.8,BW,1689600694
432,shingu,33.7333,135.9833,77.79,88,0,5.97,JP,1689600317
433,nova vicosa,-17.8919,-39.3719,78.87,67,2,5.1,BR,1689600351
434,tucuma,-0.1833,-50.05,86.72,60,13,6.64,BR,1689600667
435,oral,51.2333,51.3667,73.38,60,75,11.18,KZ,1689600683
436,salinas,36.6777,-121.6555,61.0,91,100,0.0,US,1689600668
437,saint-philippe,-21.3585,55.7679,74.79,85,42,13.18,RE,1689600283
438,macas,-2.3167,-78.1167,67.75,100,100,4.61,EC,1689600698
439,morondava,-20.2833,44.2833,76.69,65,0,17.6,MG,1689600699
440,wakkanai,45.4094,141.6739,58.08,97,100,4.0,JP,1689600699
441,vorgashor,67.5833,63.95,63.46,66,29,12.68,RU,1689600148
442,riviere-du-loup,47.8304,-69.5342,73.67,83,82,5.75,CA,1689600644
443,nagqu,31.5,92.0,45.37,65,3,6.42,CN,1689600701
444,korla,41.7597,86.1469,98.78,12,45,5.7,CN,1689600702
445,lata,40.1629,-8.3327,81.07,16,0,7.29,PT,1689600370
446,kuanda,56.3161,116.0806,66.85,82,100,0.58,RU,1689600703
447,rincon de la victoria,36.7172,-4.2758,94.35,61,0,5.99,ES,1689600703
448,pastavy,55.1168,26.8326,82.18,36,99,6.62,BY,1689600704
449,correntina,-13.3433,-44.6367,86.25,32,17,6.44,BR,1689600704
450,abatskoye,56.2875,70.4555,74.75,58,97,8.93,RU,1689600705
451,juan griego,11.0817,-63.9655,82.53,94,32,12.66,VE,1689600706
452,esteli,13.0919,-86.3538,73.15,87,38,6.85,NI,1689600510
453,kalmunai,7.4167,81.8167,87.01,67,100,2.57,LK,1689600375
454,vizinga,61.0749,50.1031,81.14,35,40,2.19,RU,1689600708
455,jianshui,23.6363,102.8264,67.86,80,22,2.84,CN,1689600708
456,baoro,5.6667,15.9667,85.6,55,46,4.72,CF,1689600709
457,saint-pierre,-21.3393,55.4781,75.56,69,100,18.41,RE,1689600709
458,atafu village,-8.5421,-172.5159,83.91,75,100,12.95,TK,1689600710
459,bangor,54.6534,-5.669,64.09,60,75,8.05,GB,1689600710
460,yorkton,51.2167,-102.4677,49.84,93,0,2.3,CA,1689600711
461,yelizovo,53.1873,158.3805,57.34,93,75,4.47,RU,1689600712
462,callao,-12.0667,-77.15,70.09,68,100,8.05,PE,1689599928
463,tutoia,-2.7619,-42.2744,84.25,59,0,8.55,BR,1689600487
464,mili,6.0815,171.735,82.62,74,98,8.05,MH,1689600271
465,gaigeturi,33.4644,126.3183,78.85,94,100,3.44,KR,1689600714
466,nsanje,-16.92,35.262,82.29,25,0,9.19,MW,1689600721
467,manggar,-2.8833,108.2667,81.54,75,57,13.44,ID,1689600722
468,vilyuysk,63.7553,121.6247,67.89,46,100,14.94,RU,1689600723
469,qina,26.1642,32.7267,110.08,6,0,15.52,EG,1689600723
470,belle plaine,44.6227,-93.7686,62.98,82,0,11.65,US,1689600724
471,vadso,70.0744,29.7487,72.48,56,40,8.05,NO,1689600725
472,pierre,44.3683,-100.351,63.28,88,0,3.44,US,1689600725
473,sao gabriel da cachoeira,-0.1303,-67.0892,76.32,92,100,2.01,BR,1689600194
474,acajutla,13.5928,-89.8275,83.73,65,100,4.88,SV,1689600726
475,kruisfontein,-34.0033,24.7314,65.88,63,21,8.19,ZA,1689600727
476,urumqi,43.801,87.6005,83.35,26,0,6.71,CN,1689600474
477,bathsheba,13.2167,-59.5167,84.81,84,40,16.11,BB,1689600728
478,illapel,-31.6308,-71.1653,62.76,31,100,0.92,CL,1689600729
479,la sarre,48.8002,-79.1996,64.2,77,100,9.1,CA,1689600729
480,sibut,5.718,19.0739,88.68,55,29,1.68,CF,1689600730
481,touros,-5.1989,-35.4608,85.37,53,2,16.42,BR,1689600730
482,recani,31.2846,-4.2688,102.87,4,48,6.29,MA,1689600731
483,ochakiv,46.6128,31.5498,78.76,57,0,14.03,UA,1689600731
484,es castell,39.8795,4.2854,92.08,52,0,6.91,ES,1689600732
485,chapadinha,-3.7417,-43.3603,89.76,37,0,6.89,BR,1689600733
486,okha,53.5739,142.9478,56.66,94,5,7.29,RU,1689600733
487,beau vallon,-20.4189,57.6953,74.21,78,75,6.91,MU,1689600734
488,ratnagiri,16.9833,73.3,79.97,87,100,14.54,IN,1689600735
489,mocimboa,-11.3167,40.35,78.76,64,1,15.99,MZ,1689600735
490,mount darwin,-16.7725,31.5838,74.41,21,0,8.52,ZW,1689600736
491,ta`u,-14.2336,-169.5144,80.33,79,27,12.57,AS,1689600209
492,bondo,3.8146,23.6866,88.23,45,98,0.4,CD,1689600737
493,poyang,28.9924,116.6675,79.65,92,17,6.73,CN,1689600738
494,bayanhongor,46.7167,100.1167,56.43,60,38,4.81,MN,1689600738
495,jinxiang,27.4327,120.6062,81.0,89,100,3.65,CN,1689600739
496,labuan,5.2767,115.2417,80.96,88,20,0.0,MY,1689600739
497,angra do heroismo,38.65,-27.2167,72.21,79,75,1.99,PT,1689600476
498,hilo,19.7297,-155.09,72.25,92,0,3.44,US,1689600734
499,hailar,49.2,119.7,69.67,69,60,8.57,CN,1689600741
500,port-vila,-17.7338,168.3219,71.2,88,75,12.66,VU,1689600166
501,boise,43.6135,-116.2035,77.77,44,0,6.91,US,1689600742
502,rabaul,-4.1967,152.1721,79.45,86,100,8.12,PG,1689600743
503,plastun,44.7561,136.2939,59.74,97,96,0.45,RU,1689600744
504,karatuzskoye,53.6072,92.8667,60.08,89,6,4.27,RU,1689600744
505,floro,61.5996,5.0328,55.47,94,75,12.66,NO,1689600745
506,bedford,52.1346,-0.4663,73.24,46,60,15.5,GB,1689600746
507,eden,36.4885,-79.7667,77.25,78,0,0.0,US,1689600746
508,panacan,9.2463,118.4082,81.41,81,100,5.01,PH,1689600747
509,marka,1.7159,44.7717,78.78,76,14,22.28,SO,1689600748
510,qa'en,33.7265,59.1844,91.29,13,0,19.73,IR,1689600749
511,kristiansund,63.1115,7.732,60.85,82,75,11.5,NO,1689600749
512,horki,54.2861,30.9842,78.46,68,66,8.72,BY,1689600750
513,sullivan,36.5168,-82.5332,73.94,83,100,1.99,US,1689600750
514,afif,23.9065,42.9172,106.75,5,65,10.83,SA,1689600751
515,aykhal,66.0,111.5,46.22,98,100,8.9,RU,1689600752
516,kavieng,-2.5744,150.7967,81.64,81,100,4.74,PG,1689600183
517,san patricio,28.017,-97.5169,85.87,86,27,7.34,US,1689600358
518,berezovyy,51.6667,135.7,64.17,86,0,3.47,RU,1689600753
519,cidreira,-30.1811,-50.2056,53.53,71,0,12.06,BR,1689600232
520,stjordalshalsen,63.4681,10.9262,64.85,77,75,11.5,NO,1689600754
521,adamovka,51.5223,59.9396,69.37,62,85,11.05,RU,1689600755
522,mariehamn,60.0973,19.9348,62.46,88,75,16.11,AX,1689600599
523,yuzhno-kurilsk,44.0306,145.8556,54.84,95,100,4.41,RU,1689600756
524,disina,11.4814,9.919,101.68,22,7,6.04,NG,1689600757
525,bourbon-lancy,46.6221,3.7695,79.95,37,11,6.6,FR,1689600757
526,tukrah,32.5341,20.5791,86.97,54,0,14.92,LY,1689600758
527,hailey,43.5196,-114.3153,71.89,55,0,10.36,US,1689600758
528,ciudad madero,22.2667,-97.8333,85.05,89,0,0.0,MX,1689600759
529,island harbour,50.724,-1.2758,71.64,72,28,5.01,GB,1689600267
530,warud,21.4667,78.2667,80.44,83,100,9.82,IN,1689600760
531,okhotsk,59.3833,143.3,54.36,95,47,5.01,RU,1689600760
532,peniche,39.3558,-9.3811,81.09,72,0,13.91,PT,1689600761
533,duba,27.3513,35.6901,94.3,43,0,8.63,SA,1689600762
534,kongsvinger,60.1905,11.9977,64.45,90,100,13.11,NO,1689600762
535,pingliang,35.5392,106.6861,69.76,48,53,5.93,CN,1689600763
536,bowen,-20.0167,148.2333,67.59,81,8,14.81,AU,1689600763
537,atar,20.5169,-13.0499,100.42,22,100,7.07,MR,1689600191
538,talnakh,69.4865,88.3972,51.21,93,100,9.1,RU,1689600348
539,manakara,-22.1333,48.0167,72.07,80,90,6.02,MG,1689600766
540,kivsharivka,49.6213,37.7036,74.01,55,97,8.01,UA,1689600766
541,kurtamysh,54.9103,64.4319,76.06,57,46,5.48,RU,1689600767
542,puerto armuelles,8.2833,-82.8667,84.16,84,68,3.0,PA,1689600767
543,brandon,27.9378,-82.2859,89.1,84,0,5.75,US,1689600768
544,leava,-14.3,-178.1667,80.17,80,92,24.29,WF,1689600769
545,rawai,7.7797,98.3253,87.98,99,100,18.28,TH,1689600769
546,kanniyakumari,8.0833,77.5667,82.51,76,75,22.24,IN,1689600770
547,al burayqah,30.4062,19.5739,84.51,64,0,19.64,LY,1689600770
548,kushalnagar,12.458,75.959,69.75,89,98,6.67,IN,1689600771
549,kyaikkami,16.08,97.5675,79.95,87,100,16.75,MM,1689600771
550,bure,10.7,37.0667,66.65,86,45,3.56,ET,1689600772
551,port douglas,-16.4833,145.4667,69.67,83,28,9.78,AU,1689600772
552,kousseri,12.0769,15.0306,100.36,34,20,5.75,CM,1689600773
553,ambon,-3.6954,128.1814,83.23,100,40,6.91,ID,1689600268
554,kyzyl,51.7,94.45,65.66,55,7,4.92,RU,1689600774
555,isiro,2.7739,27.616,90.21,39,67,1.68,CD,1689600775
556,maitum,6.0392,124.4986,80.24,78,100,1.19,PH,1689600775
557,port macquarie,-31.4333,152.9167,52.9,92,36,3.85,AU,1689600776
558,maun,-19.9833,23.4167,77.59,14,0,12.17,BW,1689600357
559,wewak,-3.5534,143.6268,79.45,84,26,4.88,PG,1689600295
560,gwadar,25.1216,62.3254,83.28,81,17,13.85,PK,1689600777
561,sakaiminato,35.55,133.2333,80.58,83,75,2.3,JP,1689600299
562,zhangzhou,24.5133,117.6556,84.13,92,68,3.53,CN,1689600778
563,geraldton,-28.7667,114.6,48.61,93,0,3.44,AU,1689600779
564,bel ombre,-4.6167,55.4167,80.44,74,20,10.36,SC,1689600780
565,moravsky krumlov,49.0489,16.3117,87.98,46,0,9.22,CZ,1689600780
566,portland,45.5234,-122.6762,64.35,78,100,5.99,US,1689600080
567,praia,14.9215,-23.5087,84.74,61,20,23.02,CV,1689600781
568,glubokoye,50.1456,82.3114,78.55,41,4,8.95,KZ,1689600782
569,starobesheve,47.7504,38.0305,73.26,52,100,8.01,UA,1689600783
570,lawas,13.764,121.0566,80.98,83,100,1.77,PH,1689600784
571,massaguet,12.4755,15.4365,101.14,28,19,4.36,TD,1689600785
572,kapit,2.0167,112.9333,77.22,78,40,1.39,MY,1689600785
573,camayenne,9.535,-13.6878,80.69,89,75,11.5,GN,1689600786
574,miles city,46.4083,-105.8406,63.57,63,0,6.91,US,1689600343
575,kalianget,-7.05,113.9333,79.99,74,5,13.49,ID,1689600787
576,mendi,-6.1761,143.6513,54.25,96,70,1.7,PG,1689600788
577,zhangye,38.9342,100.4517,84.43,18,1,6.85,CN,1689600788
578,dali,25.7,100.1833,68.86,55,35,3.13,CN,1689600721
579,chardara,41.2547,67.9692,95.32,20,0,6.49,KZ,1689600789
580,santa cruz,-17.8,-63.1667,66.25,63,75,16.11,BO,1689600330
581,yangambi,0.8102,24.4336,88.3,46,98,0.85,CD,1689600790
582,jalai nur,49.45,117.7,69.37,53,53,2.46,CN,1689600791
583,arawa,-6.2132,155.5367,77.99,92,99,2.66,PG,1689600791
584,san juan de miraflores,-12.1629,-76.9635,68.52,82,78,5.41,PE,1689600792
585,la'ie,21.6477,-157.9253,80.56,79,40,5.01,US,1689600217
586,doctor mora,21.1417,-100.3125,57.51,86,87,5.46,MX,1689600793
587,puente alto,-33.6167,-70.5833,53.26,64,0,0.0,CL,1689600728
588,freetown,8.484,-13.2299,78.51,89,75,6.91,SL,1689600794
589,marica,-22.9194,-42.8186,73.35,69,81,6.67,BR,1689600795
590,port augusta,-32.5,137.7667,48.83,56,0,3.69,AU,1689600796
